zone, t="Re=3 million, alpha=14.9994, fixed transition"
.9483   .0769
.9000   .0591
.8503   .0904
.7998   .1027
.7497   .1199
.7003   .1397
.6502   .1612
.5997   .1800
.5506   .1913
.5000   .2270
.4503   .2372
.4000   .2774
.3507   .3155
.3002   .3586
.2501   .4368
.2004   .5185
.1504   .6214
.1000   .7971
.0755   .8800
.0510  1.0054
.0251  1.0296
.0122   .7393
0.    -5.8153
.0135 -6.4597
.0271 -4.2582
.0515 -3.2200
.0763 -2.6220
.1012 -2.2710
.1503 -1.7264
.1994 -1.4306
.2501 -1.1843
.2999  -.9787
.3499  -.8619
.3994  -.7367
.4496  -.6374
.4997  -.5194
.5492  -.4446
.5994  -.3623
.6495  -.2907
.6996  -.2363
.7489  -.1862
.8003  -.1372
.8500  -.0831
.8993  -.0601
.9489  -.0016
